Date,US Dollar,Pound Sterling,Euro,Japanese Yen
04-Feb-20,71.135,92.6021,78.6857,65.36
03-Feb-20,71.5803,94.1954,79.3301,65.96
31-Jan-20,71.5096,93.6614,78.8169,65.58
30-Jan-20,71.4772,93.0209,78.7102,65.62
29-Jan-20,71.1875,92.7174,78.4221,65.24
28-Jan-20,71.3263,93.0918,78.6211,65.41
27-Jan-20,71.3948,93.2473,78.729,65.46
24-Jan-20,71.2404,93.5097,78.6902,65.04
23-Jan-20,71.2437,93.4789,78.9556,65.05
22-Jan-20,71.2056,93.0135,78.9124,64.71
21-Jan-20,71.1825,92.6222,78.9907,64.74
20-Jan-20,71.057,92.3305,78.8766,64.49
17-Jan-20,71.0436,92.9492,79.1374,64.45
16-Jan-20,70.9065,92.4484,79.0485,64.49
15-Jan-20,70.8753,92.3756,78.9097,64.47
14-Jan-20,70.9242,92.139,78.9892,64.43
13-Jan-20,70.8115,92.2598,78.8019,64.59
10-Jan-20,71.1136,93.0583,79.002,64.9
09-Jan-20,71.4221,93.6525,79.3742,65.36
08-Jan-20,72.0178,94.5776,80.3166,66.45
07-Jan-20,71.7764,94.43,80.2805,66.22
06-Jan-20,72.0919,94.289,80.4531,66.74
03-Jan-20,71.6949,93.9891,80.0507,66.32
02-Jan-20,71.3429,94.2535,79.9392,65.61
01-Jan-20,71.3717,94.6413,80.0305,65.69
31-Dec-19,71.274,93.4835,79.883,65.59
30-Dec-19,71.3449,93.5536,79.883,65.37
27-Dec-19,71.2214,92.5532,79.1859,65.04
26-Dec-19,71.2699,92.5549,79.0264,65.05
24-Dec-19,71.1959,92.1522,78.9487,65.07
23-Dec-19,71.1699,92.6613,78.8814,65.04
20-Dec-19,71.1569,92.6164,79.1051,65.09
19-Dec-19,71.0813,92.9995,79.0974,64.86
18-Dec-19,71.0611,93.1284,79.137,64.93
17-Dec-19,70.9687,94.2242,79.1008,64.78
16-Dec-19,70.941,94.9645,79.0084,64.85
13-Dec-19,70.7178,95.2767,78.9748,64.53
12-Dec-19,70.7494,93.4651,78.8101,65.15
11-Dec-19,70.8679,93.1011,78.5816,65.17
10-Dec-19,70.8962,93.2739,78.4575,65.27
09-Dec-19,71.162,93.7455,78.7189,65.54
06-Dec-19,71.3165,93.8772,79.1927,65.61
05-Dec-19,71.5476,93.8137,79.2924,65.76
04-Dec-19,71.78,93.2719,79.504,66.11
03-Dec-19,71.6006,92.6622,79.2938,65.59
02-Dec-19,71.7217,92.6496,79.0249,65.41
29-Nov-19,71.7255,92.6631,78.975,65.51
28-Nov-19,71.5147,92.5867,78.731,65.33
27-Nov-19,71.3627,91.6711,78.5632,65.37
26-Nov-19,71.5909,92.3231,78.854,65.7
25-Nov-19,71.6468,92.0599,78.9982,65.81
22-Nov-19,71.8514,92.8291,79.5218,66.14
21-Nov-19,71.7996,92.813,79.5152,66.12
20-Nov-19,71.6756,92.526,79.3645,66.05
19-Nov-19,71.8138,93.0932,79.5625,66.12
18-Nov-19,71.7131,92.7011,79.3166,65.89
15-Nov-19,71.7109,92.366,79.0445,66.04
14-Nov-19,72.0501,92.4273,79.2359,66.28
13-Nov-19,71.7002,92.1735,78.9744,65.74
11-Nov-19,71.445,91.4191,78.7533,65.57
08-Nov-19,71.2494,91.2662,78.7311,65.21
07-Nov-19,71.0079,91.2409,78.5523,65.3
06-Nov-19,70.8861,91.3207,78.5116,65
05-Nov-19,70.7283,91.1113,78.7046,65.01
04-Nov-19,70.6821,91.4174,78.9312,65.3
01-Nov-19,70.8798,91.8465,79.1198,65.65
31-Oct-19,70.8095,91.5,79.0338,65.15
30-Oct-19,70.9915,91.3594,78.8929,65.23
29-Oct-19,70.7303,90.9115,78.4418,64.9
25-Oct-19,70.9593,91.1889,78.8121,65.3
24-Oct-19,70.9338,91.6346,78.981,65.3
23-Oct-19,70.9373,91.3275,78.9225,65.44
22-Oct-19,70.8731,91.9602,79.0641,65.26
18-Oct-19,71.1988,91.518,79.1854,65.58
17-Oct-19,71.4087,91.1061,79.0571,65.66
16-Oct-19,71.5051,91.3506,79.0184,65.77
15-Oct-19,71.3186,90.4134,78.7419,65.82
14-Oct-19,71.0188,89.2891,78.2925,65.61
11-Oct-19,71.0272,88.4298,78.2421,65.78
10-Oct-19,71.0516,86.8592,78.0544,66.1
09-Oct-19,71.1121,86.7904,77.9284,66.35
07-Oct-19,70.9763,87.4182,77.9282,66.41
04-Oct-19,70.8703,87.5229,77.7844,66.36
03-Oct-19,71.1163,87.4195,77.8927,66.39
01-Oct-19,70.9109,87.0554,77.1752,65.49
30-Sep-19,70.685,86.9256,77.3284,65.55
27-Sep-19,70.8381,87.3259,77.3203,65.71
26-Sep-19,70.9021,87.6766,77.6619,65.87
25-Sep-19,71.0395,88.5498,78.1425,66.18
24-Sep-19,70.8477,88.1152,77.8611,65.88
23-Sep-19,70.9212,88.4799,78.1835,65.83
20-Sep-19,70.937,89.2142,78.4407,65.76
19-Sep-19,71.1382,88.6828,78.5665,65.89
18-Sep-19,71.3132,89.0626,78.9052,65.9
17-Sep-19,71.8196,89.1219,78.9613,66.36
16-Sep-19,71.5362,89.1393,79.1934,66.34
13-Sep-19,70.9387,87.6547,78.5646,65.64
12-Sep-19,71.3175,87.9098,78.5068,66.02
11-Sep-19,71.6637,88.563,79.1569,66.47
09-Sep-19,71.5886,87.8292,78.936,66.98
06-Sep-19,71.7323,88.5057,79.2097,67.04
05-Sep-19,71.8611,87.8861,79.2091,67.47
04-Sep-19,72.07,87.2806,79.105,67.89
03-Sep-19,72.1899,86.7193,78.9998,67.92
30-Aug-19,71.7586,87.4292,79.2397,67.49
29-Aug-19,71.9971,87.9358,79.7949,67.98
28-Aug-19,71.7041,88.0211,79.4959,67.77
27-Aug-19,71.8206,87.7485,79.7395,67.97
26-Aug-19,72.1814,88.5955,80.4731,68.61
23-Aug-19,71.7267,87.6189,79.3943,67.26
22-Aug-19,71.7033,86.9121,79.4272,67.44
21-Aug-19,71.5508,86.8913,79.3942,67.2
20-Aug-19,71.6483,86.7809,79.3682,67.27
19-Aug-19,71.3419,86.8026,79.1386,67.05
16-Aug-19,71.2872,86.3269,79.1468,67.17
14-Aug-19,71.0968,85.7442,79.4554,66.82
13-Aug-19,71.2365,85.8939,79.7557,67.66
09-Aug-19,70.5185,85.6085,78.9069,66.58
08-Aug-19,70.8497,86.1528,79.3913,66.76
07-Aug-19,70.9553,86.2263,79.5002,66.8
06-Aug-19,70.7226,85.9944,79.2494,66.41
05-Aug-19,70.3584,85.2556,78.2686,66.42
02-Aug-19,69.3981,84.0892,76.9366,64.82
01-Aug-19,69.058,83.7457,76.3059,63.24
31-Jul-19,68.8569,83.7364,76.842,63.43
30-Jul-19,68.75,83.5445,76.5751,63.31
29-Jul-19,68.9023,85.2193,76.6552,63.42
26-Jul-19,69.0611,85.8494,76.9437,63.58
25-Jul-19,68.9904,86.0738,76.8181,63.81
24-Jul-19,69.0135,85.8855,76.9616,63.83
23-Jul-19,68.9922,85.9312,77.2055,63.8
22-Jul-19,69.0199,86.2956,77.4215,63.94
19-Jul-19,68.8249,86.2248,77.5161,63.93
18-Jul-19,68.8758,85.7164,77.4389,63.99
17-Jul-19,68.8051,85.3908,77.1434,63.6
16-Jul-19,68.5672,85.7657,77.1838,63.45
15-Jul-19,68.5836,86.1991,77.3074,63.49
12-Jul-19,68.5855,86.0112,77.2931,63.3
11-Jul-19,68.3665,85.6541,77.0436,63.32
10-Jul-19,68.5269,85.3009,76.7908,62.93
09-Jul-19,68.7301,85.8792,77.0478,63.18
08-Jul-19,68.6982,86.0596,77.1078,63.42
05-Jul-19,68.7499,86.5039,77.5178,63.7
04-Jul-19,68.8545,86.5721,77.6881,63.86
03-Jul-19,68.8776,86.6076,77.7256,64
02-Jul-19,68.9924,87.2262,77.9177,63.66
01-Jul-19,68.9665,87.4697,78.1285,63.64
28-Jun-19,68.918,87.3476,78.3579,63.97
27-Jun-19,69.2216,87.7356,78.5887,64.01
26-Jun-19,69.3192,87.8357,78.7549,64.55
25-Jun-19,69.3398,88.4161,79.0525,64.81
24-Jun-19,69.4788,88.6827,79.1137,64.68
21-Jun-19,69.6343,88.365,78.5851,64.9
20-Jun-19,69.5645,88.3794,78.4711,64.69
19-Jun-19,69.6677,87.4878,77.9925,64.34
18-Jun-19,69.801,87.4602,78.4233,64.47
17-Jun-19,69.8362,87.8898,78.2729,64.31
14-Jun-19,69.5646,88.1986,78.4308,64.23
13-Jun-19,69.3579,88.0207,78.374,64.03
12-Jun-19,69.4048,88.3282,78.7,64.07
11-Jun-19,69.4222,88.0398,78.5799,63.9
10-Jun-19,69.4598,88.2658,78.5544,63.94
07-Jun-19,69.3019,88.0217,78.0691,63.92
06-Jun-19,69.3205,87.8744,77.8192,64.12
04-Jun-19,69.2918,87.8324,78.0009,64.21
03-Jun-19,69.4338,87.7143,77.5622,64.13
31-May-19,69.8058,88.0093,77.7288,64.08
30-May-19,69.7852,88.1666,77.7095,63.59
29-May-19,69.8805,88.4706,78.0095,63.97
28-May-19,69.6142,88.2792,77.8574,63.59
27-May-19,69.4327,88.4795,77.822,63.38
24-May-19,69.6096,88.3021,77.9744,63.55
23-May-19,69.6732,87.922,77.6526,63.19
22-May-19,69.7655,88.5915,77.8123,63.17
21-May-19,69.7291,88.622,77.7242,63.28
20-May-19,69.5466,88.5426,77.5658,63.14
17-May-19,70.1666,89.7276,78.4336,64.03
16-May-19,70.2469,90.1937,78.721,64.18
15-May-19,70.2087,90.6319,78.688,64.01
14-May-19,70.4208,91.2137,79.1511,64.25
13-May-19,70.2576,91.437,78.9227,64.04
10-May-19,69.9212,90.9269,78.4884,63.72
09-May-19,69.8685,90.9879,78.2481,63.59
08-May-19,69.6009,90.9002,78.0124,63.23
07-May-19,69.3095,90.9706,77.701,62.59
06-May-19,69.3558,90.998,77.636,62.62
03-May-19,69.2679,90.2404,77.339,62.13
02-May-19,69.5419,90.787,77.8841,62.34
30-Apr-19,69.8368,90.3348,78.0771,62.68
26-Apr-19,70.1445,90.5322,78.1283,62.8
25-Apr-19,69.9418,90.259,78.0527,62.49
24-Apr-19,69.9045,90.346,78.3322,62.53
23-Apr-19,69.7474,90.5428,78.4291,62.34
22-Apr-19,69.7423,90.6362,78.4076,62.32
18-Apr-19,69.4189,90.5519,78.4341,62.04
16-Apr-19,69.577,91.086,78.6489,62.16
15-Apr-19,69.2293,90.6193,78.3002,61.84
12-Apr-19,69.324,90.5589,78.2335,61.99
11-Apr-19,68.9742,90.2762,77.7942,62.07
10-Apr-19,69.1482,90.3799,77.912,62.21
09-Apr-19,69.5397,90.9538,78.3124,62.45
08-Apr-19,69.5142,90.7804,78.0403,62.38
05-Apr-19,69.1965,90.6354,77.7317,61.96
04-Apr-19,68.8446,90.7675,77.3878,61.82
03-Apr-19,68.4896,90.0204,76.88,61.45
02-Apr-19,69.1198,90.2119,77.4478,62.09
29-Mar-19,69.1713,90.4756,77.7024,62.52
28-Mar-19,69.0038,91.028,77.6868,62.69
27-Mar-19,68.903,90.8753,77.6041,62.33
26-Mar-19,68.8469,90.7737,77.8663,62.55
25-Mar-19,68.9903,90.8731,77.9735,62.76
22-Mar-19,68.6607,90.2778,78.1368,61.97
20-Mar-19,68.8604,91.2846,78.1446,61.72
19-Mar-19,68.5847,91.0069,77.8185,61.66
18-Mar-19,68.6088,91.1184,77.7827,61.5
15-Mar-19,69.2131,91.6437,78.3368,61.99
14-Mar-19,69.6657,92.288,78.8416,62.43
13-Mar-19,69.6225,91.1535,78.5709,62.55
12-Mar-19,69.595,91.8714,78.3366,62.54
11-Mar-19,69.9308,90.7916,78.571,62.93
08-Mar-19,70.101,91.7954,78.5463,63.13
07-Mar-19,70.0268,92.2575,79.17,62.66
06-Mar-19,70.5798,92.7197,79.766,63.13
05-Mar-19,70.7601,93.1179,80.1594,63.23
01-Mar-19,70.9696,94.0868,80.7161,63.49
28-Feb-19,71.1953,94.7021,80.979,64.24
27-Feb-19,71.1663,94.2152,80.9668,64.38
26-Feb-19,71.0952,93.3594,80.7471,64.16
25-Feb-19,71.042,92.8808,80.6028,64.22
22-Feb-19,71.2177,92.8271,80.7528,64.29
21-Feb-19,71.154,92.7213,80.6203,64.24
20-Feb-19,71.1773,92.9272,80.7075,64.21
18-Feb-19,71.4705,92.2689,80.8117,64.64
15-Feb-19,71.2515,91.2261,80.4168,64.55
14-Feb-19,70.9408,91.2791,79.9966,63.88
13-Feb-19,70.5547,91.1327,79.9596,63.78
12-Feb-19,70.9353,91.262,80.0259,64.15
11-Feb-19,71.1621,92.0216,80.5882,64.71
08-Feb-19,71.2949,92.2936,80.8304,64.98
07-Feb-19,71.4688,92.4478,81.2024,65
06-Feb-19,71.5731,92.6886,81.5461,65.21
05-Feb-19,71.7459,93.5624,82.0147,65.29
04-Feb-19,71.658,93.7067,81.9997,65.29
01-Feb-19,71.1102,93.1681,81.3425,65.31
31-Jan-19,71.0333,93.2383,81.6836,65.3
30-Jan-19,71.2442,93.2867,81.538,65.2
29-Jan-19,71.0942,93.5453,81.318,65.05
28-Jan-19,71.134,93.8224,81.1482,65.05
25-Jan-19,71.1051,93.2396,80.4986,64.74
24-Jan-19,71.282,93.1456,81.1113,64.97
23-Jan-19,71.2039,92.2067,80.9394,64.94
22-Jan-19,71.3761,91.8963,81.0438,65.23
21-Jan-19,71.3782,91.8913,81.2308,65.15
18-Jan-19,71.1418,92.2946,81.0656,65.04
17-Jan-19,71.3418,91.8616,81.2583,65.51
16-Jan-19,71.1847,91.4619,81.1762,65.62
15-Jan-19,71.0298,91.6242,81.5048,65.37
14-Jan-19,70.8244,90.964,81.2469,65.5
11-Jan-19,70.4737,89.9155,81.2083,65.03
10-Jan-19,70.5135,90.1656,81.492,65.4
09-Jan-19,70.4418,89.7231,80.7099,64.71
08-Jan-19,70.0221,89.4238,80.1576,64.37
07-Jan-19,69.4814,88.5943,79.389,64.21
04-Jan-19,69.8653,88.2599,79.5659,64.6
03-Jan-19,70.3627,88.2756,79.9208,65.8
02-Jan-19,69.6089,88.8261,79.9635,63.75
01-Jan-19,69.7131,88.9748,79.933,63.57
31-Dec-18,69.7923,88.5488,79.7805,63.21
28-Dec-18,69.9786,88.6564,80.1805,63.28
27-Dec-18,70.327,88.9829,80.0223,63.25
26-Dec-18,69.9906,88.9581,79.8196,63.36
24-Dec-18,70.1757,88.871,79.8824,63.16
21-Dec-18,70.0368,88.7016,80.2127,62.87
20-Dec-18,70.2835,88.8454,80.0548,62.79
19-Dec-18,70.1094,88.7431,79.8153,62.38
18-Dec-18,71.194,89.8829,80.7554,63.21
17-Dec-18,71.673,90.1981,81.0717,63.17
14-Dec-18,71.7359,90.5809,81.4628,63.2
13-Dec-18,71.5368,90.3095,81.3407,63.06
12-Dec-18,72.0407,90.0393,81.5928,63.5
11-Dec-18,71.9274,90.4266,81.7325,63.57
10-Dec-18,71.3257,90.9108,81.5738,63.43
07-Dec-18,70.5663,90.1212,80.2245,62.53
06-Dec-18,71.0371,90.2953,80.5457,62.99
05-Dec-18,70.5171,89.4458,79.8366,62.37
04-Dec-18,70.3455,89.645,80.079,62.21
03-Dec-18,70.028,89.5005,79.5887,61.69
30-Nov-18,69.6574,89.0848,79.3588,61.43
29-Nov-18,69.9159,89.7389,79.5801,61.71
28-Nov-18,70.6881,90.1368,79.8752,62.08
27-Nov-18,70.9065,90.8369,80.4207,62.49
26-Nov-18,70.7144,90.6478,80.266,62.47
22-Nov-18,71.1787,91.0423,81.1883,62.97
20-Nov-18,71.3276,91.7197,81.6867,63.4
19-Nov-18,71.9007,92.1983,81.9419,63.74
16-Nov-18,71.8023,91.9247,81.4626,63.37
15-Nov-18,72.16,93.9518,81.8256,63.55
14-Nov-18,72.1039,93.6961,81.4361,63.31
13-Nov-18,72.5853,93.4908,81.611,63.69
12-Nov-18,72.9078,93.9947,82.4315,63.91
09-Nov-18,72.7347,94.8737,82.5195,63.84
06-Nov-18,73.0097,95.302,83.2632,64.37
05-Nov-18,73.074,94.9845,83.2566,64.5
02-Nov-18,72.8798,94.753,83.2292,64.47
01-Nov-18,73.8295,94.8182,83.7261,65.4
31-Oct-18,73.9936,94.1016,83.925,65.36
30-Oct-18,73.5709,94.184,83.7114,65.28
29-Oct-18,73.4181,94.2644,83.6942,65.62
26-Oct-18,73.374,94.0503,83.4077,65.41
25-Oct-18,73.2746,94.619,83.6478,65.33
24-Oct-18,73.2645,95.0529,83.9934,65.13
23-Oct-18,73.7818,95.5568,84.4743,65.62
22-Oct-18,73.3025,95.9305,84.573,65.02
19-Oct-18,73.4354,95.6525,84.1741,65.27
17-Oct-18,73.4846,96.8684,84.98,65.47
16-Oct-18,73.9041,97.3327,85.575,65.95
15-Oct-18,73.9708,97.0832,85.4895,66.08
12-Oct-18,73.7967,97.6537,85.5545,65.67
11-Oct-18,74.3875,98.2961,85.9012,66.29
10-Oct-18,74.1316,97.6284,85.2637,65.6
09-Oct-18,74.0989,96.9895,85.108,65.51
08-Oct-18,73.9235,96.8575,85.0613,64.96
05-Oct-18,73.5809,95.8877,84.6975,64.59
04-Oct-18,73.7509,95.3904,84.6257,64.49
03-Oct-18,73.0299,94.988,84.5784,64.18
01-Oct-18,72.8036,94.8825,84.3799,63.89
28-Sep-18,72.5474,94.908,84.4428,63.9
27-Sep-18,72.6505,95.4347,85.0418,64.47
26-Sep-18,72.7182,95.7699,85.5365,64.42
25-Sep-18,72.8134,95.5016,85.6237,64.47
24-Sep-18,72.6927,94.9953,85.2535,64.61
21-Sep-18,71.8489,95.15,84.683,63.67
19-Sep-18,72.6781,95.5925,84.905,64.69
18-Sep-18,72.3796,95.2897,84.7657,64.59
17-Sep-18,72.5505,94.9405,84.3985,64.78
14-Sep-18,71.8129,94.1553,83.9771,64.19
12-Sep-18,72.7549,94.6211,84.3244,65.22
11-Sep-18,72.3227,94.4182,84.0771,64.89
10-Sep-18,72.5745,93.7396,83.8081,65.42
07-Sep-18,71.9009,93.0364,83.6744,64.98
06-Sep-18,71.9214,92.8007,83.6005,64.56
05-Sep-18,71.7533,92.2255,83.131,64.36
04-Sep-18,71.1857,91.4603,82.4919,63.92
03-Sep-18,70.7695,91.3582,82.1445,63.8
31-Aug-18,70.9255,92.353,82.8391,63.91
30-Aug-18,70.7329,92.1518,82.7184,63.34
29-Aug-18,70.5046,90.6257,82.3376,63.42
28-Aug-18,70.1687,90.3263,81.9266,63.08
27-Aug-18,70.0366,89.9541,81.3032,63.07
24-Aug-18,70.1377,89.9694,81.1699,62.98
23-Aug-18,70.0656,90.2576,81.0486,63.21
21-Aug-18,69.6668,89.3997,80.2478,63.3
20-Aug-18,69.7617,88.8741,79.672,63.09
16-Aug-18,70.2287,89.367,79.9718,63.35
14-Aug-18,69.7696,89.2311,79.6997,62.9
13-Aug-18,69.4685,88.6274,79.1876,62.97
10-Aug-18,68.9538,88.1901,78.9985,62.15
09-Aug-18,68.624,88.3475,79.6327,61.8
08-Aug-18,68.6465,88.8167,79.7169,61.74
07-Aug-18,68.8,89.135,79.5599,61.81
06-Aug-18,68.6833,89.2585,79.3805,61.71
03-Aug-18,68.7933,89.5171,79.6746,61.58
02-Aug-18,68.3566,89.5221,79.5748,61.23
01-Aug-18,68.6058,89.9344,80.1151,61.21
31-Jul-18,68.6068,90.0862,80.3687,61.69
30-Jul-18,68.7531,90.1454,80.1597,61.89
27-Jul-18,68.7041,89.9891,79.9821,61.84
26-Jul-18,68.7017,90.6633,80.6045,62.09
25-Jul-18,68.8028,90.5812,80.4497,61.88
24-Jul-18,69.053,90.3015,80.5434,61.98
23-Jul-18,68.704,90.2766,80.5619,61.93
20-Jul-18,68.8458,89.6671,80.3114,61.27
19-Jul-18,68.8331,89.93,80.1153,61.01
18-Jul-18,68.5652,89.7258,79.7363,60.65
17-Jul-18,68.2978,90.516,80.1006,60.78
16-Jul-18,68.5877,90.8481,80.2526,61.02
13-Jul-18,68.4094,90.071,79.7617,60.77
12-Jul-18,68.6313,90.672,80.165,61.15
11-Jul-18,68.829,91.3453,80.7947,61.98
10-Jul-18,68.7942,91.1051,80.78,61.93
09-Jul-18,68.6573,91.4653,80.7822,62.16
06-Jul-18,68.8757,91.1432,80.6328,62.25
05-Jul-18,68.7545,91.0722,80.4771,62.17
04-Jul-18,68.5312,90.5229,80.0239,62.09
03-Jul-18,68.6935,90.3457,80.0211,61.91
02-Jul-18,68.6227,90.431,79.9592,62
29-Jun-18,68.5753,89.9296,79.8491,62.02
28-Jun-18,68.9389,90.2134,79.6382,62.53
27-Jun-18,68.5246,90.6032,79.8654,62.36
26-Jun-18,68.1676,90.472,79.7425,62.17
25-Jun-18,68.1466,90.2738,79.3499,62.27
22-Jun-18,67.7695,89.9572,78.8566,61.61
21-Jun-18,68.195,89.581,78.7925,61.61
20-Jun-18,68.0838,89.5983,78.8274,61.82
19-Jun-18,68.1511,90.3071,79.1575,62.19
18-Jun-18,68.0248,90.2485,78.8543,61.55
15-Jun-18,67.9739,89.9974,78.605,61.34
14-Jun-18,67.6875,90.6809,79.9254,61.52
13-Jun-18,67.6251,90.3336,79.3919,61.15
12-Jun-18,67.4571,90.062,79.3498,61.1
11-Jun-18,67.3353,90.3707,79.523,61.24
08-Jun-18,67.5228,90.6021,79.5824,61.6
07-Jun-18,67.0181,90.0455,79.1015,60.91
06-Jun-18,67.0397,89.9472,78.6778,61.02
05-Jun-18,67.1794,89.4292,78.5394,61.14
04-Jun-18,67.0543,89.6181,78.3597,61.14
01-Jun-18,67.184,89.1397,78.4104,61.56
31-May-18,67.4526,89.7929,78.7914,62.04
30-May-18,67.6288,89.7028,78.1992,62.21
29-May-18,67.8201,90.1668,78.6984,62.27
28-May-18,67.443,89.888,79.0027,61.57
25-May-18,68.26,91.2158,79.8847,62.38
24-May-18,68.3872,91.4405,80.143,62.4
23-May-18,68.2139,91.4271,80.24,61.74
22-May-18,68.0187,91.2471,80.0716,61.25
21-May-18,68.0883,91.4085,79.9289,61.15
18-May-18,67.9577,91.8788,80.2784,61.31
17-May-18,67.7156,91.6463,79.8909,61.28
16-May-18,67.8276,91.6826,80.2943,61.52
15-May-18,67.5288,91.488,80.5281,61.44
14-May-18,67.3153,91.2459,80.5091,61.54
11-May-18,67.2203,90.8751,80.0863,61.43
10-May-18,67.3786,91.3856,79.8908,61.34
09-May-18,67.3815,91.0863,79.746,61.49
08-May-18,67.0809,91.1361,80.0074,61.56
07-May-18,67.106,90.8481,80.1179,61.44
04-May-18,66.7681,90.5843,79.9682,61.17
03-May-18,66.6093,90.602,79.8579,60.79
02-May-18,66.6636,90.6625,80.0097,60.71
30-Apr-18,-,-,-,-
27-Apr-18,66.7801,92.8911,80.7438,61.08
26-Apr-18,66.8299,93.1676,81.3788,61.12
25-Apr-18,66.6983,93.1375,81.4253,61.12
24-Apr-18,66.3622,92.5089,81.0548,60.98
23-Apr-18,66.2177,92.8438,81.269,61.4
20-Apr-18,66.0167,92.7271,81.458,61.4
19-Apr-18,65.7837,93.4194,81.3876,61.22
18-Apr-18,65.6814,93.9835,81.3004,61.21
17-Apr-18,65.6124,94.2063,81.32,61.35
16-Apr-18,65.4476,93.2759,80.7362,61.02
13-Apr-18,65.2226,92.7726,80.3412,60.64
12-Apr-18,65.3496,92.7049,80.7982,61.15
11-Apr-18,65.1272,92.5197,80.5884,60.84
10-Apr-18,64.9368,91.7492,79.9047,60.58
09-Apr-18,64.9287,91.4975,79.687,60.66
06-Apr-18,64.9884,90.9578,79.5133,60.54
05-Apr-18,65.0601,91.5005,79.7767,60.78
04-Apr-18,65.0232,91.4941,79.79,61
03-Apr-18,65.024,91.4563,80.0901,61.31
02-Apr-18,-,-,-,-
28-Mar-18,65.0441,92.2846,80.6222,61.54
27-Mar-18,64.7973,92.2584,80.7634,61.36
26-Mar-18,64.9055,91.8672,80.2557,61.82
23-Mar-18,65.1333,91.9552,80.3354,62.13
22-Mar-18,65.0622,92.063,80.3713,61.44
21-Mar-18,65.2162,91.3288,79.9616,61.28
20-Mar-18,65.1993,91.4942,80.4625,61.33
19-Mar-18,65.0375,90.5582,79.775,61.5
16-Mar-18,64.8737,90.4858,79.9114,61.27
15-Mar-18,64.9366,90.7229,80.3201,61.27
14-Mar-18,64.9875,90.8265,80.5845,60.99
13-Mar-18,64.9567,90.2314,80.0916,60.85
12-Mar-18,65.0199,90.1241,80.0915,60.96
09-Mar-18,65.0784,89.8537,80.1636,60.97
08-Mar-18,64.9212,90.2275,80.5412,61.26
07-Mar-18,64.9627,90.3371,80.7486,61.55
06-Mar-18,64.9941,89.9063,80.2092,61.2
05-Mar-18,65.053,89.6951,80.0347,61.64
01-Mar-18,65.2261,89.7055,79.5041,61.07
28-Feb-18,65.1031,90.4477,79.5885,60.8
27-Feb-18,64.8514,90.5844,79.9683,60.71
26-Feb-18,64.6639,90.6523,79.6983,60.69
23-Feb-18,64.8227,90.4017,79.7643,60.59
22-Feb-18,65.0458,90.4137,79.8307,60.55
21-Feb-18,64.8161,90.6583,79.9442,60.17
20-Feb-18,64.5254,90.1291,79.8566,60.35
16-Feb-18,63.9097,90.3108,80.1683,60.46
15-Feb-18,63.9222,89.5486,79.679,60.05
14-Feb-18,64.1259,89.1735,79.3879,59.84
12-Feb-18,64.2838,89.0202,78.9341,59.14
09-Feb-18,64.3686,89.7105,78.8902,59.06
08-Feb-18,64.1616,89.191,78.7455,58.5
07-Feb-18,64.1377,89.4977,79.4345,58.71
06-Feb-18,64.2723,89.7177,79.5241,59.05
05-Feb-18,64.0295,90.4033,79.7295,58.22
02-Feb-18,64.0781,91.3369,80.0335,58.36
01-Feb-18,63.6113,90.1754,78.948,58.09
31-Jan-18,63.6878,90.3539,79.2149,58.6
30-Jan-18,63.7534,89.3886,78.7546,58.62
29-Jan-18,63.547,89.8237,78.8682,58.38
25-Jan-18,63.4983,90.9169,79.0681,58.36
24-Jan-18,63.6439,89.3242,78.4538,57.92
23-Jan-18,63.7722,89.2046,78.2166,57.57
22-Jan-18,63.8895,88.5956,78.1241,57.64
19-Jan-18,63.7183,88.6449,78.1441,57.49
18-Jan-18,63.8431,88.2822,77.8822,57.41
17-Jan-18,63.9797,88.1256,78.3495,57.74
16-Jan-18,63.7602,87.9126,78.2019,57.5
15-Jan-18,63.4125,87.1795,77.4457,57.23
12-Jan-18,63.5263,86.0527,76.5301,57.09
11-Jan-18,63.7364,86.0123,76.1395,57.03
10-Jan-18,63.8264,86.2805,76.1385,56.81
09-Jan-18,63.469,86.1528,75.9153,56.33
08-Jan-18,63.3482,85.8875,76.1509,55.95
05-Jan-18,63.3823,86.0225,76.5024,56.06
04-Jan-18,63.3914,85.7432,76.2472,56.31
03-Jan-18,63.4833,86.4071,76.5418,56.55
02-Jan-18,63.6728,86.1111,76.5856,56.52
01-Jan-18,63.6697,85.8968,76.41,56.51
29-Dec-17,63.9273,86.0653,76.3867,56.72
28-Dec-17,64.1716,86.221,76.5631,56.89
27-Dec-17,64.1577,85.8366,76.2258,56.68
26-Dec-17,64.0538,85.672,76.0255,56.53
22-Dec-17,64.0409,85.6739,75.8821,56.51
21-Dec-17,64.0883,85.6284,76.0344,56.5
20-Dec-17,64.0577,85.7604,75.8251,56.7
19-Dec-17,64.1205,85.7932,75.6365,56.98
18-Dec-17,64.1065,85.5437,75.4277,56.9
15-Dec-17,64.0958,86.1319,75.5241,57.13
14-Dec-17,64.2798,86.3535,75.998,57.06
13-Dec-17,64.4525,85.941,75.7768,56.87
12-Dec-17,64.4834,86.0466,75.9292,56.84
11-Dec-17,64.3616,86.3282,75.8051,56.68
08-Dec-17,64.4649,87.0405,75.7978,56.84
07-Dec-17,64.5388,86.3142,76.0848,57.33
06-Dec-17,64.4467,86.4939,76.2791,57.42
05-Dec-17,64.3764,86.6378,76.3762,57.15
